Unnamed: 0,0,1
0,CNT_CHILDREN,Target
1,CNT_CHILDREN,AMT_INCOME_TOTAL
2,CNT_CHILDREN,AMT_CREDIT
3,CNT_CHILDREN,AMT_ANNUITY
4,CNT_CHILDREN,AMT_GOODS_PRICE
5,CNT_CHILDREN,REGION_POPULATION_RELATIVE
6,CNT_CHILDREN,AGE
7,CNT_CHILDREN,YEARS_EMPLOYED
8,CNT_CHILDREN,YEARS_REGISTRATION
9,CNT_CHILDREN,YEARS_ID_PUBLISH
10,CNT_CHILDREN,FLAG_MOBIL
11,CNT_CHILDREN,FLAG_EMP_PHONE
12,CNT_CHILDREN,FLAG_WORK_PHONE
13,CNT_CHILDREN,FLAG_CONT_MOBILE
14,CNT_CHILDREN,FLAG_PHONE
15,CNT_CHILDREN,FLAG_EMAIL
16,CNT_CHILDREN,CNT_FAM_MEMBERS
17,CNT_CHILDREN,REGION_RATING_CLIENT
18,CNT_CHILDREN,REGION_RATING_CLIENT_W_CITY
19,CNT_CHILDREN,HOUR_APPR_PROCESS_START
20,CNT_CHILDREN,REG_REGION_NOT_LIVE_REGION
21,CNT_CHILDREN,REG_REGION_NOT_WORK_REGION
22,CNT_CHILDREN,LIVE_REGION_NOT_WORK_REGION
23,CNT_CHILDREN,REG_CITY_NOT_LIVE_CITY
24,CNT_CHILDREN,REG_CITY_NOT_WORK_CITY
25,CNT_CHILDREN,LIVE_CITY_NOT_WORK_CITY
26,CNT_CHILDREN,OBS_30_CNT_SOCIAL_CIRCLE
27,CNT_CHILDREN,DEF_30_CNT_SOCIAL_CIRCLE
28,CNT_CHILDREN,OBS_60_CNT_SOCIAL_CIRCLE
29,CNT_CHILDREN,DEF_60_CNT_SOCIAL_CIRCLE
30,CNT_CHILDREN,YEARS_LAST_PHONE_CHANGE
31,CNT_CHILDREN,AMT_REQ_CREDIT_BUREAU_HOUR
32,CNT_CHILDREN,AMT_REQ_CREDIT_BUREAU_DAY
33,CNT_CHILDREN,AMT_REQ_CREDIT_BUREAU_WEEK
34,CNT_CHILDREN,AMT_REQ_CREDIT_BUREAU_MON
35,CNT_CHILDREN,AMT_REQ_CREDIT_BUREAU_QRT
36,CNT_CHILDREN,AMT_REQ_CREDIT_BUREAU_YEAR
37,CNT_CHILDREN,NAME_CONTRACT_TYPE
38,CNT_CHILDREN,CODE_GENDER
39,CNT_CHILDREN,FLAG_OWN_CAR
40,CNT_CHILDREN,FLAG_OWN_REALTY
41,CNT_CHILDREN,NAME_TYPE_SUITE
42,CNT_CHILDREN,NAME_INCOME_TYPE
43,CNT_CHILDREN,NAME_EDUCATION_TYPE
44,CNT_CHILDREN,NAME_FAMILY_STATUS
45,CNT_CHILDREN,NAME_HOUSING_TYPE
46,CNT_CHILDREN,OCCUPATION_TYPE
47,CNT_CHILDREN,WEEKDAY_APPR_PROCESS_START
48,CNT_CHILDREN,ORGANIZATION_TYPE
49,Target,CNT_CHILDREN
50,Target,AMT_INCOME_TOTAL
51,Target,AMT_CREDIT
52,Target,AMT_ANNUITY
53,Target,AMT_GOODS_PRICE
54,Target,REGION_POPULATION_RELATIVE
55,Target,AGE
56,Target,YEARS_EMPLOYED
57,Target,YEARS_REGISTRATION
58,Target,YEARS_ID_PUBLISH
59,Target,FLAG_MOBIL
60,Target,FLAG_EMP_PHONE
61,Target,FLAG_WORK_PHONE
62,Target,FLAG_CONT_MOBILE
63,Target,FLAG_PHONE
64,Target,FLAG_EMAIL
65,Target,CNT_FAM_MEMBERS
66,Target,REGION_RATING_CLIENT
67,Target,REGION_RATING_CLIENT_W_CITY
68,Target,HOUR_APPR_PROCESS_START
69,Target,REG_REGION_NOT_LIVE_REGION
70,Target,REG_REGION_NOT_WORK_REGION
71,Target,LIVE_REGION_NOT_WORK_REGION
72,Target,REG_CITY_NOT_LIVE_CITY
73,Target,REG_CITY_NOT_WORK_CITY
74,Target,LIVE_CITY_NOT_WORK_CITY
75,Target,OBS_30_CNT_SOCIAL_CIRCLE
76,Target,DEF_30_CNT_SOCIAL_CIRCLE
77,Target,OBS_60_CNT_SOCIAL_CIRCLE
78,Target,DEF_60_CNT_SOCIAL_CIRCLE
79,Target,YEARS_LAST_PHONE_CHANGE
80,Target,AMT_REQ_CREDIT_BUREAU_HOUR
81,Target,AMT_REQ_CREDIT_BUREAU_DAY
82,Target,AMT_REQ_CREDIT_BUREAU_WEEK
83,Target,AMT_REQ_CREDIT_BUREAU_MON
84,Target,AMT_REQ_CREDIT_BUREAU_QRT
85,Target,AMT_REQ_CREDIT_BUREAU_YEAR
86,Target,NAME_CONTRACT_TYPE
87,Target,CODE_GENDER
88,Target,FLAG_OWN_CAR
89,Target,FLAG_OWN_REALTY
90,Target,NAME_TYPE_SUITE
91,Target,NAME_INCOME_TYPE
92,Target,NAME_EDUCATION_TYPE
93,Target,NAME_FAMILY_STATUS
94,Target,NAME_HOUSING_TYPE
95,Target,OCCUPATION_TYPE
96,Target,WEEKDAY_APPR_PROCESS_START
97,Target,ORGANIZATION_TYPE
98,AMT_INCOME_TOTAL,CNT_CHILDREN
99,AMT_INCOME_TOTAL,Target
100,AMT_INCOME_TOTAL,AMT_CREDIT
101,AMT_INCOME_TOTAL,AMT_ANNUITY
102,AMT_INCOME_TOTAL,AMT_GOODS_PRICE
103,AMT_INCOME_TOTAL,REGION_POPULATION_RELATIVE
104,AMT_INCOME_TOTAL,AGE
105,AMT_INCOME_TOTAL,YEARS_EMPLOYED
106,AMT_INCOME_TOTAL,YEARS_REGISTRATION
107,AMT_INCOME_TOTAL,YEARS_ID_PUBLISH
108,AMT_INCOME_TOTAL,FLAG_MOBIL
109,AMT_INCOME_TOTAL,FLAG_EMP_PHONE
110,AMT_INCOME_TOTAL,FLAG_WORK_PHONE
111,AMT_INCOME_TOTAL,FLAG_CONT_MOBILE
112,AMT_INCOME_TOTAL,FLAG_PHONE
113,AMT_INCOME_TOTAL,FLAG_EMAIL
114,AMT_INCOME_TOTAL,CNT_FAM_MEMBERS
115,AMT_INCOME_TOTAL,REGION_RATING_CLIENT
116,AMT_INCOME_TOTAL,REGION_RATING_CLIENT_W_CITY
117,AMT_INCOME_TOTAL,HOUR_APPR_PROCESS_START
118,AMT_INCOME_TOTAL,REG_REGION_NOT_LIVE_REGION
119,AMT_INCOME_TOTAL,REG_REGION_NOT_WORK_REGION
120,AMT_INCOME_TOTAL,LIVE_REGION_NOT_WORK_REGION
121,AMT_INCOME_TOTAL,REG_CITY_NOT_LIVE_CITY
122,AMT_INCOME_TOTAL,REG_CITY_NOT_WORK_CITY
123,AMT_INCOME_TOTAL,LIVE_CITY_NOT_WORK_CITY
124,AMT_INCOME_TOTAL,OBS_30_CNT_SOCIAL_CIRCLE
125,AMT_INCOME_TOTAL,DEF_30_CNT_SOCIAL_CIRCLE
126,AMT_INCOME_TOTAL,OBS_60_CNT_SOCIAL_CIRCLE
127,AMT_INCOME_TOTAL,DEF_60_CNT_SOCIAL_CIRCLE
128,AMT_INCOME_TOTAL,YEARS_LAST_PHONE_CHANGE
129,AMT_INCOME_TOTAL,AMT_REQ_CREDIT_BUREAU_HOUR
130,AMT_INCOME_TOTAL,AMT_REQ_CREDIT_BUREAU_DAY
131,AMT_INCOME_TOTAL,AMT_REQ_CREDIT_BUREAU_WEEK
132,AMT_INCOME_TOTAL,AMT_REQ_CREDIT_BUREAU_MON
133,AMT_INCOME_TOTAL,AMT_REQ_CREDIT_BUREAU_QRT
134,AMT_INCOME_TOTAL,AMT_REQ_CREDIT_BUREAU_YEAR
135,AMT_INCOME_TOTAL,NAME_CONTRACT_TYPE
136,AMT_INCOME_TOTAL,CODE_GENDER
137,AMT_INCOME_TOTAL,FLAG_OWN_CAR
138,AMT_INCOME_TOTAL,FLAG_OWN_REALTY
139,AMT_INCOME_TOTAL,NAME_TYPE_SUITE
140,AMT_INCOME_TOTAL,NAME_INCOME_TYPE
141,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE
142,AMT_INCOME_TOTAL,NAME_FAMILY_STATUS
143,AMT_INCOME_TOTAL,NAME_HOUSING_TYPE
144,AMT_INCOME_TOTAL,OCCUPATION_TYPE
145,AMT_INCOME_TOTAL,WEEKDAY_APPR_PROCESS_START
146,AMT_INCOME_TOTAL,ORGANIZATION_TYPE
147,AMT_CREDIT,CNT_CHILDREN
148,AMT_CREDIT,Target
149,AMT_CREDIT,AMT_INCOME_TOTAL
150,AMT_CREDIT,AMT_ANNUITY
151,AMT_CREDIT,AMT_GOODS_PRICE
152,AMT_CREDIT,REGION_POPULATION_RELATIVE
153,AMT_CREDIT,AGE
154,AMT_CREDIT,YEARS_EMPLOYED
155,AMT_CREDIT,YEARS_REGISTRATION
156,AMT_CREDIT,YEARS_ID_PUBLISH
157,AMT_CREDIT,FLAG_MOBIL
158,AMT_CREDIT,FLAG_EMP_PHONE
159,AMT_CREDIT,FLAG_WORK_PHONE
160,AMT_CREDIT,FLAG_CONT_MOBILE
161,AMT_CREDIT,FLAG_PHONE
162,AMT_CREDIT,FLAG_EMAIL
163,AMT_CREDIT,CNT_FAM_MEMBERS
164,AMT_CREDIT,REGION_RATING_CLIENT
165,AMT_CREDIT,REGION_RATING_CLIENT_W_CITY
166,AMT_CREDIT,HOUR_APPR_PROCESS_START
167,AMT_CREDIT,REG_REGION_NOT_LIVE_REGION
168,AMT_CREDIT,REG_REGION_NOT_WORK_REGION
169,AMT_CREDIT,LIVE_REGION_NOT_WORK_REGION
170,AMT_CREDIT,REG_CITY_NOT_LIVE_CITY
171,AMT_CREDIT,REG_CITY_NOT_WORK_CITY
172,AMT_CREDIT,LIVE_CITY_NOT_WORK_CITY
173,AMT_CREDIT,OBS_30_CNT_SOCIAL_CIRCLE
174,AMT_CREDIT,DEF_30_CNT_SOCIAL_CIRCLE
175,AMT_CREDIT,OBS_60_CNT_SOCIAL_CIRCLE
176,AMT_CREDIT,DEF_60_CNT_SOCIAL_CIRCLE
177,AMT_CREDIT,YEARS_LAST_PHONE_CHANGE
178,AMT_CREDIT,AMT_REQ_CREDIT_BUREAU_HOUR
179,AMT_CREDIT,AMT_REQ_CREDIT_BUREAU_DAY
180,AMT_CREDIT,AMT_REQ_CREDIT_BUREAU_WEEK
181,AMT_CREDIT,AMT_REQ_CREDIT_BUREAU_MON
182,AMT_CREDIT,AMT_REQ_CREDIT_BUREAU_QRT
183,AMT_CREDIT,AMT_REQ_CREDIT_BUREAU_YEAR
184,AMT_CREDIT,NAME_CONTRACT_TYPE
185,AMT_CREDIT,CODE_GENDER
186,AMT_CREDIT,FLAG_OWN_CAR
187,AMT_CREDIT,FLAG_OWN_REALTY
188,AMT_CREDIT,NAME_TYPE_SUITE
189,AMT_CREDIT,NAME_INCOME_TYPE
190,AMT_CREDIT,NAME_EDUCATION_TYPE
191,AMT_CREDIT,NAME_FAMILY_STATUS
192,AMT_CREDIT,NAME_HOUSING_TYPE
193,AMT_CREDIT,OCCUPATION_TYPE
194,AMT_CREDIT,WEEKDAY_APPR_PROCESS_START
195,AMT_CREDIT,ORGANIZATION_TYPE
196,AMT_ANNUITY,CNT_CHILDREN
197,AMT_ANNUITY,Target
198,AMT_ANNUITY,AMT_INCOME_TOTAL
199,AMT_ANNUITY,AMT_CREDIT
200,AMT_ANNUITY,AMT_GOODS_PRICE
201,AMT_ANNUITY,REGION_POPULATION_RELATIVE
202,AMT_ANNUITY,AGE
203,AMT_ANNUITY,YEARS_EMPLOYED
204,AMT_ANNUITY,YEARS_REGISTRATION
205,AMT_ANNUITY,YEARS_ID_PUBLISH
206,AMT_ANNUITY,FLAG_MOBIL
207,AMT_ANNUITY,FLAG_EMP_PHONE
208,AMT_ANNUITY,FLAG_WORK_PHONE
209,AMT_ANNUITY,FLAG_CONT_MOBILE
210,AMT_ANNUITY,FLAG_PHONE
211,AMT_ANNUITY,FLAG_EMAIL
212,AMT_ANNUITY,CNT_FAM_MEMBERS
213,AMT_ANNUITY,REGION_RATING_CLIENT
214,AMT_ANNUITY,REGION_RATING_CLIENT_W_CITY
215,AMT_ANNUITY,HOUR_APPR_PROCESS_START
216,AMT_ANNUITY,REG_REGION_NOT_LIVE_REGION
217,AMT_ANNUITY,REG_REGION_NOT_WORK_REGION
218,AMT_ANNUITY,LIVE_REGION_NOT_WORK_REGION
219,AMT_ANNUITY,REG_CITY_NOT_LIVE_CITY
220,AMT_ANNUITY,REG_CITY_NOT_WORK_CITY
221,AMT_ANNUITY,LIVE_CITY_NOT_WORK_CITY
222,AMT_ANNUITY,OBS_30_CNT_SOCIAL_CIRCLE
223,AMT_ANNUITY,DEF_30_CNT_SOCIAL_CIRCLE
224,AMT_ANNUITY,OBS_60_CNT_SOCIAL_CIRCLE
225,AMT_ANNUITY,DEF_60_CNT_SOCIAL_CIRCLE
226,AMT_ANNUITY,YEARS_LAST_PHONE_CHANGE
227,AMT_ANNUITY,AMT_REQ_CREDIT_BUREAU_HOUR
228,AMT_ANNUITY,AMT_REQ_CREDIT_BUREAU_DAY
229,AMT_ANNUITY,AMT_REQ_CREDIT_BUREAU_WEEK
230,AMT_ANNUITY,AMT_REQ_CREDIT_BUREAU_MON
231,AMT_ANNUITY,AMT_REQ_CREDIT_BUREAU_QRT
232,AMT_ANNUITY,AMT_REQ_CREDIT_BUREAU_YEAR
233,AMT_ANNUITY,NAME_CONTRACT_TYPE
234,AMT_ANNUITY,CODE_GENDER
235,AMT_ANNUITY,FLAG_OWN_CAR
236,AMT_ANNUITY,FLAG_OWN_REALTY
237,AMT_ANNUITY,NAME_TYPE_SUITE
